name,date,text,Polarity,Subjectivity
Overseer / Mace,2024-05-25T23:58:50.000Z,hello bro mace currently sits on a bench near what remains of slingshots cafe he taps his fingers idly beside him thinking over the events of the past week or so things had really gone to shit hadnt they at least he hadnt given in,-0.075,0.40833333333333327
Mark G.,2024-05-25T23:58:48.000Z,where are all the people did you have the police shut down the area to film your skit or are people just not wanting to be seen near you,-0.02777777777777779,0.34444444444444444
Driver1,2024-05-25T23:58:48.000Z,looks awfully close to a place in marathon near vaca cut,-0.45,0.7
KaDaKrypto,2024-05-25T23:58:47.000Z,if your financial advisor hasnt recommended crypto yet fire thembtc near ondo,0.05,0.2
niall,2024-05-25T23:58:46.000Z,i remember seeing full of hell in and some dude cut his can of beer in half put the bottom half of the can in the toilet and shit in it this was before the first band had played there was also rotten eggs in a bag near the venue door,0.019047619047619046,0.34523809523809523
Ardog,2024-05-25T23:58:43.000Z,near protocol surpasses m in natively issued usdc p r o b a b l y n o t h i n g,0.1,0.4
Kenny f powers,2024-05-25T23:58:37.000Z,hes no where near world title condendors man,0.1,0.4
Fran in Japan,2024-05-25T23:58:36.000Z,hope shu mika take a liking to rowlet then yeah ive taken a brief look at it but it was so near closing time that i had to speedrun out of the store i hope i can find time to slowly look around,-0.06666666666666668,0.37777777777777777
Test Account1,2024-05-25T23:58:35.000Z,near bsgstblender bedcfefdedccd,0.1,0.4
Wake up Fushiguro!!,2024-05-25T23:58:34.000Z,ems dm bungou bungoustaydog,0.0,0.0
JackTzu Too,2024-05-25T23:58:29.000Z,who tf would want to be anywhere near them,0.1,0.4
Discount Plumbing,2024-05-25T23:58:27.000Z,drain leaking carlos g checked in near walnut st stockton ca,0.1,0.4
Capt_HaraVR,2024-05-25T23:58:26.000Z,treated myself to a slice of strawberry cheesecake from a diner near the railroad yesterday after work in addition to a cheesesteak always had seen them in the desert case but never got any before was very good,0.505,0.5900000000000001
Archeops,2024-05-25T23:58:23.000Z,bmi is extremely variable amongst different races as well as muscle mass shes also nowhere near obese so calling her overweight is irrelevant you can be higher than your bmi and be considered overweight doesnt mean youre unhealthy you can be more healthy than others,0.001388888888888884,0.6541666666666667
Lord of Space,2024-05-25T23:58:17.000Z,why is chongqing always portrayed at night or near night like the lights are a distraction from how filthy the city looks during the day and if it is a day shot its the train that goes into the building a world firhuh its been done before oh cool,-0.1166666666666667,0.6833333333333332
Darlene Cypser,2024-05-25T23:58:17.000Z,did you know there was a meteor found near akron screen capture from google earth,0.1,0.4
ένα από πέρα,2024-05-25T23:58:17.000Z,me locking the car doors at the gas station after anybody gets near,0.1,0.4
coverboer,2024-05-25T23:58:16.000Z,a birds nest is near me and the young birds are making some good progress it seems photos are a difference of one week,0.3,0.46666666666666673
mary,2024-05-25T23:58:15.000Z,biden administration puts pressure on china to halt military drills near taiwan via biden should tell taiwan dpp lai behave he soil election got the job do you know that biden,0.0,0.25
𝕄𝕒𝕣𝕔 𝕁𝕣.,2024-05-25T23:58:11.000Z,guidance has the rainstorms fading overall as they near the coast later,0.03333333333333333,0.13333333333333333
In Mybagorean Theorem,2024-05-25T23:58:09.000Z,too bad his house is near houston,-0.29999999999999993,0.5333333333333333
武汉外围,2024-05-25T23:58:07.000Z,about the year the brosen ship was found near danzigchapter ivthe sail has a triangular,0.1,0.4
Olivia Okovita,2024-05-25T23:58:05.000Z,a friend of mine who is a midwife in a hospital such as this described the facilities set up specifically for these mothers and their babies who suffer congenital heart defects due inbreeding the insidence of this type of defect is very high in gaza and near to none in israel,0.045750000000000006,0.49424999999999997
HippoJoe,2024-05-25T23:58:03.000Z,i understand when it comes to this stuff we sort of have to put faith into some people because its damn near impossible to independently verify any of this info from first hand experience what i absolutely know is that ufos and nhi exist i have had a few experiences in my life,-0.05277777777777778,0.4763888888888889
megatron,2024-05-25T23:57:58.000Z,idk how they got this information but as a native new hampshirer i have never once in my years thought hey lets go to bermuda and i visit boston on a random saturday in december thats just a big city near us shut up,-0.06590909090909092,0.36363636363636365
ttrailblazerr,2024-05-25T23:57:50.000Z,if i fuck with you im stuck with you you damn near get it free,0.033333333333333326,0.6
NEAR Protocol,2024-05-25T23:57:50.000Z,near protocol surpasses m in natively issued usdc p r o b a b l y n o t h i n g,0.1,0.4
Traces of Texas,2024-05-25T23:57:46.000Z,the haunting and perhaps haunted face of an east texas farmer taken near harleton which is about miles northwest of marshall what a face its like all of those years and all those miles and all those sunrises and all the sorrows that were ever sorrowed are,0.1,0.4
Dave Rogers Photo,2024-05-25T23:57:43.000Z,standing water at harget st near the railroad tracks in downtown raleigh tonight,0.1,0.4
olani_tuyi.near,2024-05-25T23:57:41.000Z,yea years ago lakers better not be chasing chris paul thats another wasted season,0.15,0.25
ScottyWtfFr,2024-05-25T23:57:40.000Z,the cunt hates me and i go sit by her huge furniture store and i go sit near her she gets up and walks away,0.25000000000000006,0.65
Mick Limerick,2024-05-25T23:57:38.000Z,near perfection must have salt and pepper shakers available tho,0.25,0.4
Robert C supports #NAFO,2024-05-25T23:57:37.000Z,they could cause some economic dislocation but at the expense of near total destruction of their own export oriented economy dont get into economics or finance you dont have much of a clue,0.22000000000000003,0.51
Aekara,2024-05-25T23:57:37.000Z,gonna be tough to get to these levels imo although i think jup is currently undervalud at b mcap unlocks might be a problem in the near future but i believe it can def reach the b need the total to pump,-0.057777777777777775,0.5016666666666667
Manuel Paulo,2024-05-25T23:57:34.000Z,near,0.1,0.4
Dave Rogers Photo,2024-05-25T23:57:43.000Z,standing water at harget st near the railroad tracks in downtown raleigh tonight,0.1,0.4
Chappy Chiffoner,2024-05-25T23:57:33.000Z,you cant buy a cheap house because if you do youll live near other poor people which is a sure way to have your kids get molested or end up on crack and you get robbed murdered they need to put criminals in jail,0.07305194805194805,0.49484126984126986
sharron claire best,2024-05-25T23:57:31.000Z,catterall won yes but nowhere near by the x score cards even ex top boxers are saying the scoring was farcical this fight was supposed to have cleared up the controversy of their first fight by those scores,0.11249999999999999,0.4083333333333333
@JayTikos4th,2024-05-25T23:57:29.000Z,pennsylvanians look like the roads near you as well,0.1,0.4
ふぉまる@リトリン必読,2024-05-25T23:57:29.000Z,,0.0,0.0
Cryptic Mang,2024-05-25T23:57:27.000Z,huge fan broseph but i kindly disagree for the following reasons gambling in general has shown damn near exponential growth since the last cycle the average normie is doing bets on fandueldraftkings way more now online sports gambling rev was bill in,0.18750000000000003,0.4708333333333334
𝓜𝓪𝔂𝓸𝓻 𝓸𝓯 𝓕𝓾𝓷𝓴𝔂𝓽𝓸𝔀𝓷,2024-05-25T23:57:27.000Z,first of all it was probably and trump cannot be allowed anywhere near the white house unless were going to turn him into one of these,0.11666666666666665,0.24444444444444446
Fresh Memes,2024-05-25T23:57:26.000Z,yeah its a common one i think it happens near or at the end of chapter,-0.09999999999999999,0.45
St33ze,2024-05-25T23:57:22.000Z,nowhere near as good and impactful as martinez,0.39999999999999997,0.5
Sajal Dewangan,2024-05-25T23:57:22.000Z,i am currently in terminal and i dont feel like its anywhere near fast,0.10000000000000002,0.4666666666666666
常州 天宁 钟楼区 新北区 武进 金坛 经开区 溧阳,2024-05-25T23:57:21.000Z,because i saw near it still,0.1,0.4
ك&#x624;د خ&#x635;م ن&#x645;ش&#x64A; ن&#x624;ن u,2024-05-25T23:57:21.000Z,remembered for standing near fire you stand there to be your competitors and learn new w b,0.11818181818181818,0.42727272727272725
Kings Park Chiropractic,2024-05-25T23:57:16.000Z,what is frozen shoulder chiropractor near me frozen shoulder is also known as adhesive capsulitis is a common condition that develop in s or,-0.09999999999999999,0.45
LINYBOO,2024-05-25T23:57:16.000Z,this is straight up bullshit do not let them near the cows or chickens fear porn bullshit,0.15000000000000002,0.4
LycorisKit,2024-05-25T23:57:15.000Z,biograft a mess of wires and coding i do not want to get near that,-0.03749999999999999,0.2875
RABGAFBAN,2024-05-25T23:57:13.000Z,damn near ready to get u knocked off,0.15000000000000002,0.45
✧ ˚ ｋｙ. ᵎᵎ,2024-05-25T23:57:11.000Z,all of this near my exam week im cooked,0.1,0.4
In Mybagorean Theorem,2024-05-25T23:57:11.000Z,near houston,0.1,0.4
Dis Donc,2024-05-25T23:57:11.000Z,you write as if you are in charge of that place for your info all the things you mentioned are not allowed to be near any shopping mall,0.1,0.4
Wake up Fushiguro!!,2024-05-25T23:57:09.000Z,bungou stray dogs sale,0.0,0.0
Kore Virus,2024-05-25T23:57:06.000Z,the last months is when graphical upgrades are added to the game most game reveals are goals to what they want it to look like near the end or close to,-0.04000000000000001,0.35333333333333333
theprettyboi30000,2024-05-25T23:57:01.000Z,sure but i dont like being near lakes,0.3,0.6444444444444444
Ahmed,2024-05-25T23:56:58.000Z,my motel hotel near mountain in is coming soon next summer inshallah,0.05,0.2
Dr J Posadas,2024-05-25T23:56:58.000Z,its called a khachapuri theyre pretty easy to make if you dont have a georgian restaurant near you heres a good recipe,0.37083333333333335,0.7083333333333334
Dean Massen,2024-05-25T23:56:57.000Z,yes resident evil village village has been out near months seen a lot of price drops on sale right now to at retailers its a good time to put it on game pass to try to sell dlc and tease a possible re remake,-0.052380952380952396,0.655952380952381
DarkShadow,2024-05-25T23:56:55.000Z,sadly nowhere near you you truly are beautiful,0.15,0.7999999999999999
Chris,2024-05-25T23:56:53.000Z,my guy you know nothing saying burna boy wiz kid is damn near the sole reason afrobeats is popping burna boy only started popping in to wiz kid made this shit international,-0.02,0.49000000000000005
Y,2024-05-25T23:56:53.000Z,this is insane haliburton is nowhere near these dudes,-0.45,0.7
Sheila Singhal,2024-05-25T23:56:51.000Z,theres a guy who serves as an unpaid doorman at a large chinese grocery near here he has a little dog with him never asks for anything although he has a donation cup on the ground and is very sweet he even shovels away snowbanks in front of the shop in winter,0.13029761904761902,0.4289285714285715
✰⚦ vin ♡,2024-05-25T23:56:51.000Z,amish restaurant near me,0.1,0.4
Mister Dingers,2024-05-25T23:56:50.000Z,slapping joc pederson and getting stabbed near a strip club might be a detriment,0.1,0.4
Cannaman33,2024-05-25T23:56:49.000Z,has anyone ever bought one of lindells my pillows i did a few years ago worst pillow ever my dog wouldnt go near it either like a bag saw dust with marshmallows in it horrible anyone else have this experience,-0.5249999999999999,0.625
星羅ニア@新人Vtuber,2024-05-25T23:56:48.000Z,,0.0,0.0
Boy Mom,2024-05-25T23:56:43.000Z,going broke behind my kid is something ill never trip about my son damn near perfect he deserve the world,0.04999999999999999,0.775
Abdulwaheed,2024-05-25T23:56:43.000Z,the results will show up buy wen but its know is near,0.1,0.4
chloe,2024-05-25T23:56:39.000Z,i love living in a small shitty town in england where there is zero osu players near me i want osu irls,0.11666666666666665,0.4666666666666666
AXIAL,2024-05-25T23:56:38.000Z,near,0.1,0.4
UDOT Traffic,2024-05-25T23:56:37.000Z,crash sb sr at mp near airport tooele co est clearance time pm for updates,0.1,0.4
忻州兼/职 忻州上/门 忻州线/下 忻州足/疗 忻州约/炮 忻州外/围,2024-05-25T23:56:35.000Z,but if you come near the boat ill shoot you thr ough the head,-0.2,0.7
𝗻𝗶𝗸𝗸𝗼,2024-05-25T23:56:28.000Z,that also applies to same sex marriage so maybe congress can pass one too in the near future dont want a lgbt marriage then dont get one but do not deprive others the right to pursue happiness when they want to spend the rest of their lives with their same sex partner,0.18095238095238095,0.2517857142857143
s┣┫inji,2024-05-25T23:56:28.000Z,,0.0,0.0
brooklynstarr,2024-05-25T23:56:26.000Z,the mickyds near me has critters ol dude blasted them on fb showing where they chewed thru the buns bagels in storage its not funny im not laughing,-0.20833333333333334,0.7666666666666666
NWS North Platte,2024-05-25T23:56:22.000Z,most of the current storms in the sandhills should remain below severe limits although a brief or isolated large hailstrong wind gust is possible perhaps the greater severe threat comes from up and coming development near the kansas and colorado orders,0.18775510204081636,0.508843537414966
Embrace the Steal,2024-05-25T23:56:18.000Z,you are correct does and its pretty cheap that was one of the complicated things with new wind power generation most was sent out of state since the areas it was in didnt need more towns near the windmills were like wtf we dont get free power lol,0.20863636363636368,0.7054545454545454
Avery.,2024-05-25T23:56:18.000Z,this is awesome if im near a tv on the st at pm est ill be tuned in this is so nostalgic for many of us that love anime i know for me toonami was my introduction to anime back in middle school,0.1375,0.5625
Lake Michigan,2024-05-25T23:56:15.000Z,and very near my shore,0.13,0.52
Black Trump,2024-05-25T23:56:14.000Z,jewish people is pieces of shit they scared more muslims gonna move near you,0.1,0.42500000000000004
Constitutional First Responder,2024-05-25T23:56:09.000Z,the government recommended dosage of fentanyl in a medical setting is to mcg ivim finding mcg in his system is no where near overdose territory its minuscule the medical examiners report is clear he died of asphyxiation thats why the scum who killed him is in,-0.049999999999999996,0.19722222222222222
EtherEngineer,2024-05-25T23:56:07.000Z,astras momentum is undeniable with growing usage and a bright outlook were on the path to a m market cap keep pushing forward i am eyeing axl turbo pepe maga like opul tai sol hlg btc brett cwif matic near doge link bccoin eth shib wif ondo,0.4,0.6
Geira *Commiss Open*,2024-05-25T23:56:06.000Z,omg she runs back to my room to fart near me oghh i think she likes my reaction or somethingbut oh gosh my nose dies with the smell,0.05,0.2
Cenobite Phenotype,2024-05-25T23:56:05.000Z,its so stupid when numbers are figures in rpgs they should get into triple digits near the end thats it,-0.35,0.7
Kieran Mohindra-Green,2024-05-25T23:56:05.000Z,great structure near de leon rotation has weakened,0.45,0.575
Pops,2024-05-25T23:56:03.000Z,well now your going to once you start getting some requests and you actually make smelly really good in a popular community ur stuff could get really blown up and get a ton of requests depending on the community im sure youll get some in near future after this,0.29999999999999993,0.45912698412698416
rodneyk41,2024-05-25T23:56:01.000Z,atlantic beach near morehead city nc,0.1,0.4
jayn Roheta,2024-05-25T23:56:00.000Z,those tvs are at best half the resolution of a movie theater and sound is nowhere near as good as well,0.4066666666666666,0.37333333333333335
reepa,2024-05-25T23:55:52.000Z,same violent demographic over and over again im not ashamed to say i dont want to live anywhere near those fucking animals,-0.23272727272727273,0.5650000000000001
MacIntosh Ross,2024-05-25T23:55:52.000Z,thats the plan theres one place near my house im hopeful about,0.1,0.4
Patty Prince,2024-05-25T23:55:50.000Z,oh shoot were not going to be anywhere near there,0.1,0.4
SirBetsALot➐,2024-05-25T23:55:45.000Z,look damn near the same so im taking my on,0.05,0.2625
𝑏𝑜𝑣𝑎,2024-05-25T23:55:42.000Z,from what i can remember it barely dipped over mil players were on n this season aint anywhere near that what that tell you,0.07500000000000001,0.25
Kyle,2024-05-25T23:55:42.000Z,i wonder if im experiencing anything near the feeling of losing a game,-0.15000000000000002,0.4
Katherine van K,2024-05-25T23:55:42.000Z,a handmaids tale in a hijab the sequel playing now in a theatre near you,0.1,0.4
Manas Jain,2024-05-25T23:55:41.000Z,this clip is a mustwatch how rightly said in fact sagaai is a nonbhartiya ritual refer to any firsthand dharmic source for a simple reason that one cant touch the opposite gender anytime before panigrahan near blood relations exempted,0.09642857142857142,0.3232142857142857
Chubby Roots,2024-05-25T23:55:39.000Z,the end is near for israel the genocidal monster glory to the resistance,0.1,0.4
haku,2024-05-25T23:55:35.000Z,since returning to la ive felt my self reverting to an older lethargically depressed version of my self yet emotionally im nowhere near the depressed self this environment used to enforce on me i take that as a sign of leeway for change change is a priority this summer,0.08888888888888889,0.4611111111111111
near do ph ♱ cadáver do franco,2024-05-25T23:55:35.000Z,kakakkakakaskksksksk,0.0,0.0
Jason Beyer,2024-05-25T23:55:31.000Z,my dashcam video of our neighbors car carport and our maple tree being blown over my car this was near the tornado warning near pittsburgh but an hour or so before it only minor property damage our car had a broken side mirror,-0.05,0.48
Marik_cannaluv,2024-05-25T23:55:29.000Z,i kind of had the was familiar probably from our wandering around and camping the first year we were here i didnt realize there werent any near us though lol,0.425,0.5666666666666667
detective. j (),2024-05-25T23:55:27.000Z,fine you ill buy you one but one warning dont have it near me,0.005555555555555564,0.6333333333333333
Surf Witch,2024-05-25T23:55:26.000Z,republicans dont belong near children pedo supporter tim nolan campaign chair for trumps presidential campaign in campbell county kentucky sentenced to years for forcing women children into commercial sex work for months sometimes years as sex slaves,0.05,0.2
Herrscher of Clout,2024-05-25T23:55:23.000Z,im not gon hold you most of them lyin on your name in the comments because ive seen you pop up on my tl plenty times and you were nowhere near annoying lol,0.15,0.625
Anne-Marie Clark,2024-05-25T23:55:23.000Z,ibex valley yukon had only residents in the pile was near houses how hard could it be to find betcha everybody in town knows where by now or their dogs do,-0.0638888888888889,0.6472222222222221
João Brehm,2024-05-25T23:55:19.000Z,the command and control center of the ukrainian armed forces near chasov yar west of bakhmut was destroyed,0.0,0.25
emerald,2024-05-25T23:55:17.000Z,i think i could too if i were allowed anywhere near mak,0.1,0.4
MARK TARFU,2024-05-25T23:55:14.000Z,just said same ray you could walk up and buy a box seat near b or b they almost paid you to just pleeease come in,0.05,0.2625
Tancheeh,2024-05-25T23:55:10.000Z,it captured from a far distance likely well within tw own airspace this is not targeting as many believe but video shot more a show of weakness than strength as stand they didnt go near to intercept,0.3,0.7333333333333334
Logan Mohtashami,2024-05-25T23:55:09.000Z,new listings data is still trending near all time lows and most likely wont hit my targets this year normal peak seasonal range kk,0.17727272727272728,0.6009090909090908
JM,2024-05-25T23:55:08.000Z,eut near cmalluc banilad,0.1,0.4
Kamina,2024-05-25T23:55:08.000Z,monday is near,0.1,0.4
George Markunas,2024-05-25T23:55:07.000Z,easily lotr trilogy the scenery the characters the casting everything about them were as near to perfect as possible,0.3833333333333333,0.8083333333333333
HackedVote,2024-05-25T23:55:05.000Z,the autopsy literally says neck compressions and he isnt even near these amounts,0.1,0.4
Seismos: Worldwide Earthquake Monitoring,2024-05-25T23:55:05.000Z,an with magnitude has occurred near levuka fiji utc,0.1,0.4
The fed up Chef,2024-05-25T23:55:02.000Z,she could order it from a whole foods near you,0.15000000000000002,0.4
Dan F,2024-05-25T23:54:57.000Z,embassy suites near disney world orlando fl review via,0.1,0.4
Windy City ThunderBolts,2024-05-25T23:54:57.000Z,sanchez takes a ball off the mouth following a nasty bounce near third base but he remains in the game joliet scores on the play which is ruled a double and an error top joliet windy city,-0.2,0.425
点击头像进入 成人用品持久字母圈跳蛋飞机杯震动棒胸膜臀模SM用品情趣内衣充气娃娃润滑剂延时黑丝白丝,2024-05-25T23:54:56.000Z,hair few near cell nation,-0.05,0.25
TrueNorth,2024-05-25T23:54:53.000Z,from the basement out the bulkhead and through the gatestraight shot to the flagpole near the street where it could be passed off as him being hit by a plow,0.1,0.4
"Gracie Ann/Princess Gracie the Gracious, 31st PODT",2024-05-25T23:54:53.000Z,fortunately no because then id have to share the service im the only dog here no bones on my pillow last night i took a twoday old pizza bone on my pillow and the mama threw it on the floor i sleep near her pillow,0.0,0.47333333333333333
Wally | Baseball Enjoyer,2024-05-25T23:54:47.000Z,margot as well had the dont get near me look,0.1,0.4
Michael Minor,2024-05-25T23:54:42.000Z,dctrill is gonna extremely big in the near future that nigga nice,0.175,0.40625
Endorphin,2024-05-25T23:54:41.000Z,he was the sweetest he loved the sun he loved to eat he was the most loyal cat we had ever known brought us so much comfort joy he always wanted to be near us so we always kept him close he truly was the best part of our lives a pure little entity,0.4360119047619048,0.5033333333333334
90sKnicksFan33,2024-05-25T23:54:34.000Z,heat culture bam again suffered a reinjury to that ankle and came back to help but was nowhere near his explosive self we later learned that he was playing in so much pain with such an extensive injury that he needed surgery,0.05000000000000001,0.2388888888888889
Jet Nosy Parker ,2024-05-25T23:54:30.000Z,spitfire crashes in field near raf coningsby ish,0.1,0.4
etherael,2024-05-25T23:54:29.000Z,right now we dont have the scale to allow it noone cares if our current active community gets rekt iteratively they will though it has to happen organically to be accepted and we are nowhere near a number of attempts b requisite conditions we wait,0.0630952380952381,0.4839285714285714
Ame O.,2024-05-25T23:54:29.000Z,antizionist jews are nowhere near the level of racism espoused by your violent zionist settler state actually forcibly and without consent injecting ethiopian jews so that they would not have babies thats hitlerian eugenics psychopathy right there babykilling human trash,0.017142857142857126,0.6071428571428571
Bre,2024-05-25T23:54:28.000Z,yeah youre not the first person to say that i guess it makes sense considering the stuff i say on my private when im not insulting myself hopefully i can try to get help sometime in the somewhat near future,0.16999999999999998,0.44666666666666666
David Petty,2024-05-25T23:54:20.000Z,can absolutely attest to this not being the case at the light in stockport shame youve nowt near you thats decent furiosa is a proper messy beast worth seeing on the big screen,0.12083333333333335,0.42083333333333334
Cam Bennett,2024-05-25T23:54:19.000Z,when it comes to nrl in nz it is the warriors they are the only games that come close to nz super rugby games for tv ratings when the wahs are winning that is nowhere near abs games though the kiwis hardly rate even in the few games they play,0.0736111111111111,0.5763888888888888
Annie,2024-05-25T23:54:14.000Z,all good here they took a big hit up near castle shannonpleasant hills bethel park weather has been crazeee as of late stay safe up there vicki,0.2,0.44000000000000006
Renee' - Jesus Loves Me,2024-05-25T23:54:05.000Z,to pay bills and go live near my daughter,0.11818181818181818,0.45
kizikyourway,2024-05-25T23:54:00.000Z,yes they are all over the caribbean area near south america,0.1,0.4
Oval Miller,2024-05-25T23:53:58.000Z,this year the newly elected labour government must also do its best to invest between twenty and one hundred billion pounds in bitcoins etf btc etf is driven by artificial intelligence in the near future it will value an exponential amount,0.12727272727272726,0.4559090909090909
NotNico,2024-05-25T23:53:56.000Z,please make a logical argument why someone who doesnt know what a pancreas is should be allowed near me when i need surgery,0.175,0.325
trixie,2024-05-25T23:53:56.000Z,se vc fizer do near eu fao do takumi,0.1,0.4
brougham,2024-05-25T23:53:56.000Z,yes near and far as she has a lovely of tar,0.2333333333333333,0.7166666666666667
But You Ain’t Got No Legs Lieutenant Dan,2024-05-25T23:53:54.000Z,someone grabbed the last right before me,0.14285714285714285,0.3011904761904762
Jesse Tayai,2024-05-25T23:53:53.000Z,will definitely do something about this as of now i wear tshirt ref my profile pic gonna be verbal sometime in the near future,0.03333333333333333,0.3416666666666666
Bella,2024-05-25T23:53:53.000Z,just want to hear the roar of the ocean pouring in my ears and you holding me near on the edge of tomorrow,0.1,0.4
Near The Edge,2024-05-25T23:53:53.000Z,for,0.0,0.0
Beach Belle,2024-05-25T23:53:53.000Z,is it just me or does it feel like the sports gods are always upping the anti for ms state in darn near every sport we play,0.1,0.4
Calder People,2024-05-25T23:53:52.000Z,ill correct that for you trauma therapist as someone witht cptsd i am able to tell you are full of shit and if you are anywhere near vulnerable people you are doing them harm probably pure narcissism so you are unlikely to give a shit but next time know your audience,-0.07357142857142858,0.5675
nocra,2024-05-25T23:53:50.000Z,yeah thankfully i got a fan near my bedside no clue how i lived without one before feels bad for the people with just a celling fan those fans be giving no air at all,-0.29999999999999993,0.5333333333333333
1K,2024-05-25T23:53:49.000Z,walked outside damn near melted,0.05,0.225
Dan F,2024-05-25T23:53:49.000Z,things about the embassy suites near disney world orlando you did not via,0.1,0.4
Roshi The Cimarron,2024-05-25T23:53:48.000Z,you know the people that blow methe ones that comment under my readings negatively about jesus religion but the real tea is how did this find you why am i in your algorithm you shouldnt be anywhere near my content yet here you are,9.25185853854297e-18,0.3666666666666667
苏州外围,2024-05-25T23:53:45.000Z,we learn from tacitus that germanicus had built near the mouth of the river rhine a thous,0.1,0.4
Ray,2024-05-25T23:53:44.000Z,its nowhere near over i just skipped a poll for two movies no one cares about anyway lotta tournament left,0.05,0.2
NOXO,2024-05-25T23:53:40.000Z,in most other competitive games casual and comp benefit from being near to fortnite is trying to be the same i guess,-0.005000000000000021,0.4533333333333333
NYCT Subway,2024-05-25T23:53:40.000Z,northbound nr trains are running express from canal st to stherald sq were addressing a signal problem near prince st for skipped station stops take a southbound nr train,0.1,0.4
Cool guy Yeeze 53,2024-05-25T23:53:40.000Z,i dont think himeno is anywhere near as bad as makima btw i just think this is funny,-0.11666666666666663,0.6888888888888888
Leonard Britt,2024-05-25T23:53:40.000Z,we are nowhere near a point where we can protest by using bch instead of fiat there are few products services available without resorting to fiat outside a small of crypto companies noone pays employees in crypto can we make a move in that direction certainly,0.04404761904761906,0.32023809523809527
gail shulman,2024-05-25T23:53:36.000Z,nowhere near as sad as identifying with the aggressor,-0.2,0.7
Jackson Martinez,2024-05-25T23:53:35.000Z,how tf are they still doing this ps will come out in years damn near if youre still on ps go play bo and call it a day,0.1,0.4
