name,date,text,Polarity,Subjectivity
Daniel Cheung,2024-05-20T23:57:40.000Z,maker is the best take rate protocol on ethereum with the growth of ethena and the ethereum ecosystem on the precipice of an economic boom post eth etf all roads lead back to mkr as the largest beneficiary in an eth expansion cycle bn fdv is possible are you long,0.22999999999999998,0.38
Veronica,2024-05-20T23:57:34.000Z,is btc about to shatter its alltime high stay tuned join for updates eth trx jasmy paxg qtcon w hank bch ena gft snx solana unfi cream tao,0.16,0.5399999999999999
$IBIT Official | Ticker of Blackrock Bitcoin ETF,2024-05-20T23:57:34.000Z,ibit on eth will lead bull run,0.0,0.0
COINTURK Noticias,2024-05-20T23:57:33.000Z,analistas predicen tendencias de bitcoin y sp sguenos y mantente al da de las ltimas novedades de,0.0,0.0
VitanX,2024-05-20T23:57:30.000Z,is time for correction or consolidation after this amazing pump on and btc eth will pump after the correction hold patient your positions,0.6000000000000001,0.9
$Q* on Ethereum,2024-05-20T23:57:27.000Z,i miss her voice can the negotiations begin again between openai and scarlett johansson please,0.0,0.0
JK Fi,2024-05-20T23:57:26.000Z,bullish this is the tip of the iceberg ethereum surges,0.0,0.0
Crypto Head,2024-05-20T23:57:23.000Z,new secs decision on vanecks spot ether etf expected by may approval odds raised to,0.018181818181818174,0.42727272727272725
⎛Arbez⎞,2024-05-20T23:57:20.000Z,si realmente aprueban el etf de ethereum en mayo probablemente no volvamos a ver k eth en bastante tiempo el sentimiento respecto a ethereum era el peor de todo el ao este movimiento ha pillado desprevenida a muchsima gente,0.0,0.0
"HowToPulse - PulseChain, PulseX & HEX News",2024-05-20T23:57:16.000Z,bitcoin just hit ethereum made an impressive move up to hit pulsechain is green again markets are cyclical and money moves from impatient to patient,0.20000000000000004,0.7333333333333334
NFT Youngboy,2024-05-20T23:57:15.000Z,ethereum,0.0,0.0
XRPlatino,2024-05-20T23:57:02.000Z,la sec pide a las bolsas que actualicen las presentaciones de b para los etf de al contado,-0.1,0.6
SNCryptoGuider,2024-05-20T23:57:02.000Z,est maypurchased velodrome finance soldethereum cardano ravencoin,0.0,0.0
Totoair,2024-05-20T23:56:59.000Z,ewavemarket airdrop is live join for a unique crypto experience,0.2556818181818182,0.75
Nwachukwu Mar Obimo,2024-05-20T23:56:55.000Z,le prix de lethereum a grimp un plus haut de mois aujourdhui et tu sais comment sur des rumeurs detf spot du coup les marchs doptions eth sont en position favorable mais il est tu dors a ton rveil ce sera dj mas,0.0,0.0
MarketMaestro,2024-05-20T23:56:51.000Z,eth,0.0,0.0
Ether Win,2024-05-20T23:56:43.000Z,you should take a look at sol and ethereum thats what you call a pump,0.0,0.0
The Real World,2024-05-20T23:56:42.000Z,bitcoin has just hit and ethereum once again all trw students have managed to catch the pump by increasing their positions days in advance all thanks to the signal of our professor adam dont miss the next chance,0.1,0.1
Felipe Angelucci,2024-05-20T23:56:36.000Z,this is why i invest in eth and not only btcethereum is gonna surge past soon,-0.125,0.625
danrosario.eth,2024-05-20T23:56:33.000Z,ethereum,0.0,0.0
Mzehemen Raphael,2024-05-20T23:56:28.000Z,solana so far but expect a crazy run on ethereum soon,-0.25,0.95
Rum ᛤ,2024-05-20T23:56:21.000Z,dbit up in the last hours dogeput some dbit in your bag you will be glad you did buy on ethereum solana memecoins,0.25,0.5333333333333333
𝐂𝐀𝐋𝐋 𝐨𝐟 𝐂𝐑𝐘𝐏𝐓𝐎™,2024-05-20T23:56:20.000Z,bilgilendirme gn nce yazdm tweet ekte nereye geldi ler nin nceki bu seviyesinde ki durumdan en az altnda maalesef kumarn dibine dnd dostlar gnlk ilemler alp krnz aln cannz yanmasn,0.0,0.0
Coinact - Big Crypto Transfers,2024-05-20T23:56:10.000Z,worth of eth has just been withdrawn from binance x to wintermute on ethereum xdadffcbeabaaedfdfbababacfbde,0.3,0.1
Alfreda Thomas,2024-05-20T23:56:00.000Z,will btc hit a new alltime high soon exciting times ahead join for updates eth ern mob grt nexo ray jasmy arkm bome floki key trx shib link ada,0.1490909090909091,0.6986363636363636
SARA(NFT),2024-05-20T23:55:56.000Z,aggressive hellhoundstake a tour you might like one aggressive hellhounds is an online art show and the art nfts on ethereum featuring unique series st,0.375,1.0
mo26.eth,2024-05-20T23:55:53.000Z,what is next,0.0,0.0
Melonie Bugg,2024-05-20T23:55:51.000Z,profit this week so far join for updates eth ltc hot bnb ramp gft tnsr shib ray pyth luna tao rndr lrc avax,0.175,0.925
Pin,2024-05-20T23:55:49.000Z,all you need is only bitcoin ethereum and solana,0.0,1.0
Emre Ata #FreeCz,2024-05-20T23:55:43.000Z,bizim meme makerlardan birisi kobra murat abinin meme tokenini karabilir mi,0.0,0.0
Shrikar Tamirisa,2024-05-20T23:55:34.000Z,eth is on fire bears are running for cover,0.0,0.0
Brandon Arthur White,2024-05-20T23:55:33.000Z,i just have bitcoin and ethereum i figure if i dont have dogecoin itll succeed and its just one of those things that are beyond myself and for the better of humanity,0.5,0.5
mo26.eth,2024-05-20T23:55:29.000Z,this things need to stop i am done game over,-0.4,0.4
Degen Trader,2024-05-20T23:55:28.000Z,wolf day x putting in another ath on the day up from our entry well off an ideal entry now but heading up to our first target,0.575,0.6666666666666666
Crypto Tea,2024-05-20T23:55:28.000Z,ethereum has jumped rumors of a spot etf approval,0.0,0.0
Abara Emmanuel,2024-05-20T23:55:26.000Z,leslie is the peoples crypto why because the project was taken over by the community leslie is the official mascot of ethereum its literally on their website,0.0,0.0
Midas,2024-05-20T23:55:23.000Z,swap for pepe btc eth,0.0,0.0
TurboETFnMemes,2024-05-20T23:55:22.000Z,we are soooo back and the king,0.0,0.0
The Left Cant Meme,2024-05-20T23:55:13.000Z,trump is the best biden stinks,0.2,0.4
Paul Gedeon,2024-05-20T23:55:12.000Z,le prix de lethereum a grimp un plus haut de mois aujourdhui sur des rumeurs detf spot les marchs doptions eth sont en position favorable,0.0,0.0
Anabelle Digital Duchess,2024-05-20T23:55:10.000Z,this week in crypto m hack at ethereums super sushi samurai shakes the market spotlight on polkadot rebel satoshis growth potential,0.16666666666666666,0.8333333333333333
mo26.eth,2024-05-20T23:55:08.000Z,i forgot what date it is,0.0,0.0
Danilo L. Manangcay,2024-05-20T23:55:07.000Z,the maldo presale is here mld presale date may th june th the mld presale will run for day only get ready for the maldo token mld presale it is an opportunity of a lifetimelets go maldorinians,0.1,0.75
Leader Crypto,2024-05-20T23:55:01.000Z,which ecosystem has the best communities or or or,1.0,0.3
₿ítcøín₿øy,2024-05-20T23:54:55.000Z,never ask a er hisher you have,0.0,0.0
Ethereum/,2024-05-20T23:54:53.000Z,yes u only hold figs crypto assets,0.0,1.0
けむ,2024-05-20T23:54:52.000Z,bitcoinethereumlayersolanaavalahchebnbpolygoncosmosetc,0.0,0.0
Jay | Crypto at Ease,2024-05-20T23:54:40.000Z,im of two minds regarding the potential ethereum etf approvals speculating on an semiliquid asset does that centralize eth into liquid staking protocols whats the incentive to stay liquid seems like it will just create more security issues,0.25,0.75
TSLA 2k,2024-05-20T23:54:38.000Z,grt is going parabolicpepe is going parabolic,0.0,0.0
Leeron shim,2024-05-20T23:54:37.000Z,there is a huge price glitch for wow dont act fishy you cant do that dont get fool especially users and holders huge intentionally glitch has been going on,0.22500000000000003,0.95
Blockchain Italia,2024-05-20T23:54:36.000Z,ethereum price soars on spot etf rumor how are eth options markets positioned,0.0,0.0
Dozy.eth,2024-05-20T23:54:36.000Z,dont look dont screenshot but wtf is happening with ethereum,-0.5,1.0
とんぼ,2024-05-20T23:54:36.000Z,btc,0.0,0.0
Milton libertad,2024-05-20T23:54:34.000Z,exploteth vuela tambin se viene ciclo alcistaaaaa,0.0,0.0
CoinageBuzz,2024-05-20T23:54:30.000Z,heres how you can check if youre eligible,0.0,0.0
iNewsBTC,2024-05-20T23:54:30.000Z,ethereum price soars on spot etf rumor how are eth options markets positioned,0.0,0.0
ANosyNerdz | LINGO FARMER,2024-05-20T23:54:26.000Z,interesting this probably caught most by surprise amazed by accuracy as usual,0.25,0.4166666666666667
Braelynn,2024-05-20T23:54:26.000Z,will btc hit a new alltime high soon exciting times ahead join for updates eth arb ksm nft ooki key icp ocean pyth hank lto iota ckb ethfi trx,0.1490909090909091,0.6986363636363636
Kent,2024-05-20T23:54:10.000Z,ethereum scaling issues are getting fixed,0.1,0.2
Mirabel,2024-05-20T23:53:50.000Z,profit this week so far join for updates eth clv dcr tusd spurs mdt unfi sol voxel gno link agix pendle strump,0.1,1.0
gravis,2024-05-20T23:53:41.000Z,no ones buying bitcoin to get rich this cycle you buy ethereum because youre not as late as you are with bitcoin you play the ethereumalt game and then you take profits at the end into bitcoin so of course bitcoin will go up thats where profits go eventually or tsla,-0.10833333333333334,0.5833333333333334
AceptaCoin Recibe Resguarda y Envia Criptos SEGURO,2024-05-20T23:53:40.000Z,coinbase anticipa que la aprobacin del etf de ethereum est a la vuelta de la esquina,0.0,0.0
syabdellah outizi$PARAM Joltify,2024-05-20T23:53:37.000Z,requesting eth funds from the faucet on the ethereum holesky testnet blockchain request id vqbslu,0.0,0.0
Cointelegraph Markets & Research,2024-05-20T23:53:36.000Z,ethereums gain to surprised investors explains how eth options markets are reacting,0.1,0.9
Gon Freecss,2024-05-20T23:53:36.000Z,this might be the point in the cycle when alts rip periodicallydescendethereum sponges and prints fatty green logs im rooting for this although i have no idea what will happen,-0.2,0.35
Aetos,2024-05-20T23:53:31.000Z,easy rip and here is why they are backed by the croskull project which is a legit cronos nft project it is on season of a very early crypto game they are crypto frontiersman who deserve recognition not just from but wide honestly very bullish imo,0.05266666666666666,0.4646666666666667
Zenolxy,2024-05-20T23:53:30.000Z,ethereum will it change the fate of the crypto world what does the future hold are you curious,-0.05,0.5625
SQUID,2024-05-20T23:53:30.000Z,first ethereum moons then squid on ethereum follows,0.25,0.3333333333333333
ANDIKA Pty Ltd,2024-05-20T23:53:12.000Z,andika bulletin may cryptos soar on ether etf hope as downbeat dimon sends gold silver to recorder highs,0.0,0.0
harpal,2024-05-20T23:52:58.000Z,big news for sec is pushing exchanges to fasttrack etf filings could this be the green light weve been waiting for,0.024999999999999994,0.425
Scarlette,2024-05-20T23:52:56.000Z,could btc be gearing up for a recordbreaking surge join for updates eth gmt band dao sun ena matic luna dash saga theta lto pyth hank gno snx,0.0,0.0
Küçüker_Grafik,2024-05-20T23:52:54.000Z,ethereum eth oranda sat ilemi gerekleti vadeli poz kapatld kar vadeli poz kar orannda bekliyor spot son sat bekliyor bekliyor,0.0,0.0
woodchuck,2024-05-20T23:52:47.000Z,ethereum continues to dominate on every metric that matters having a us listed etf,0.0,0.0
Insight Chainz,2024-05-20T23:52:42.000Z,ethereum price soars on spot etf rumor how are eth options markets positioned,0.0,0.0
Somnus,2024-05-20T23:52:36.000Z,all maxis know this but you need ethereum to be approved for the industry to grow and scale ideally is the only asset you need but everyone will learn at their own pace by getting burned with sh,0.5,1.0
xBoNeSx,2024-05-20T23:52:31.000Z,i tried shorting ethereum times today and ive been liquidated every single time im not gonna stop bc ethereum is a piece of shit chain and deserves the worst long solana short ethereum idgaf about results its the principle of it,-0.2642857142857143,0.5428571428571428
Arif Muji Wahyuono,2024-05-20T23:52:31.000Z,happy enjoy investor naik karena banyak institusi besar yang masuk di serta kabar angin segar dari jerome powel serta dukungan dari banyak institusi terhadap etf namun kita harus tetap waspada mei masih panjang,0.6000000000000001,0.75
Luz@crypto,2024-05-20T23:52:27.000Z,eth etf,0.0,0.0
Albis Monagas,2024-05-20T23:52:23.000Z,son muy buenas noticias para ethereum,0.0,0.0
Omar,2024-05-20T23:52:11.000Z,the bigger picture if ethereum etfs get approved it would be a gamechanger for the crypto market it would mean digital assets are getting recognition in the financial world driving more innovation and adoption,0.08125,0.28125
Noctis,2024-05-20T23:52:07.000Z,requesting eth funds from the faucet on the ethereum holesky testnet blockchain request id tlxjinw,0.0,0.0
Omar,2024-05-20T23:52:03.000Z,market reactionethereums price jumped over in the last hours now at,0.0,0.06666666666666667
Omar,2024-05-20T23:51:58.000Z,the analysts perspective bloombergs etf experts eric balchunas and james seyffart have boosted their approval odds for the ethereum etf from to,0.0,0.0
omshant108,2024-05-20T23:51:57.000Z,btc over k resistance but focus of attention of today is ethereum with rumors of etf approval soon it is up in last few hours if true it could start the next rally in cryptos,0.03749999999999999,0.20416666666666666
Keystone Speculator,2024-05-20T23:51:56.000Z,housing recession continues for months,0.0,0.0
Omar,2024-05-20T23:51:51.000Z,why this matters for ethereumthis is huge for ethereums future if the etfs get approved ethereum could become more accessible and popular among investors potentially boosting its market value think of it as ethereum getting its own vip pass to the financial party,0.309375,0.6
Crazy Fenak,2024-05-20T23:51:50.000Z,check out ethereum soaring on news that the etfs are going to be approved,0.0,0.0
Omar,2024-05-20T23:51:47.000Z,breaking news sec puts ethereum etf filings on the fast track the sec is speeding up the approval process for spot ethereum etfs theyre now telling exchanges to quickly update their b filings hinting that approval could come before thursdays deadline,0.08333333333333333,0.575
Junko Suzuki,2024-05-20T23:51:46.000Z,bitcoin miners are shutting down and ethereum is about to get a wells notice,-0.15555555555555559,0.2888888888888889
Vaida,2024-05-20T23:51:43.000Z,profit this week so far join for updates eth rei kmd ant sps gmx vic solana sol near inj rndr tnsr ena,0.1,0.7
Omar,2024-05-20T23:51:42.000Z,everything you need to know about the ethereum etf a thread,0.0,0.0
Ropo,2024-05-20T23:51:29.000Z,when you introduce someone to and it pumps the next day,0.0,0.0
Avalynn,2024-05-20T23:51:24.000Z,will btc hit a new alltime high soon exciting times ahead join for updates eth skl omg vet lmwr unfi jasmy snx ray ada shib wif ltc floki pepe saga,0.19878787878787882,0.5981818181818181
SproutSnouts,2024-05-20T23:51:23.000Z,ethereum price soars on spot etf rumor how are eth options markets positioned,0.0,0.0
ALLAN,2024-05-20T23:51:21.000Z,uma das ferramentas de ganho da ethereum sugar usurios para a rede e quando temos um cenrio de alta poucos podem sair da rede por conta do gas fee hyperbridge pode quebrar o bussines case da ethereum,0.0,0.0
Coinact - Big Crypto Transfers,2024-05-20T23:51:19.000Z,worth of eth has just been withdrawn from coinbase xa to xbbebffaada on ethereum xceffedcadacaadecfcdbebedf,0.3,0.1
Coinact - Big Crypto Transfers,2024-05-20T23:51:19.000Z,worth of eth has just been deposited to coinbase xa from xedceacdbffefc on ethereum xeacabbebbbbcecdcaddffb,0.3,0.1
Inwook Hwang,2024-05-20T23:51:11.000Z,requesting eth funds from the faucet on the ethereum holesky testnet blockchain request id liqehp,0.0,0.0
cryptosteveo.sol,2024-05-20T23:51:08.000Z,,0.0,0.0
Skadi | Crypto & News,2024-05-20T23:51:05.000Z,ethereum price soars on spot etf rumors how are eth options markets positioned,0.0,0.0
PhoenixNews.io,2024-05-20T23:51:05.000Z,cointelegraph ethereum price soars on spot etf rumor how are eth options markets positioned,0.0,0.0
Ngọc Đến Rồi,2024-05-20T23:51:01.000Z,m qua bn m c tin sec va yu cu cc sn giao dch np n b ph duyt quy nh c ethereum spot etf v sng nay ngi chu thc dy y thm cy nn xanh vt k tuy nhin hin nay gi vn cha t c triu,-0.1,0.6
anıl,2024-05-20T23:50:55.000Z,ethereum etf onay ihtimalini ykselten gensler larry fink grmesi szdrld,0.0,0.0
mo26.eth,2024-05-20T23:50:48.000Z,i allow it,0.0,0.0
Greg,2024-05-20T23:50:42.000Z,is the new dollar will be broken soon is coming soon to the moon alice n,-0.13181818181818183,0.42727272727272725
hunter-financial devil,2024-05-20T23:50:37.000Z,i was in ethereum today profit taken,0.0,0.0
OVT,2024-05-20T23:50:37.000Z,to the moon,0.0,0.0
John,2024-05-20T23:50:36.000Z,glad we are having this conversation the render foundation voted to migrate the project off of ethereum and on to solona render is the solona version rndr is the old ethereum version,0.3,0.6
Nitin,2024-05-20T23:50:33.000Z,requesting eth funds from the faucet on the ethereum holesky testnet blockchain request id ipidsxr,0.0,0.0
Sonku,2024-05-20T23:50:24.000Z,ref code jgareg,0.0,0.0
Token Track,2024-05-20T23:50:10.000Z,eth usd price is all the closest targets have been shut down,-0.15555555555555559,0.2888888888888889
BitcoinStreetBets,2024-05-20T23:50:08.000Z,,0.0,0.0
Oğuz-HAN,2024-05-20T23:49:59.000Z,ben de buradaym beee dercesine hareket ediyor ama sknt yok karde biz de buradayz diyor,0.0,0.0
Meadow,2024-05-20T23:49:42.000Z,will btc hit a new alltime high soon exciting times ahead join for updates eth auction hbar magic zil floki snx manta lto lrc key rez ena not,0.21927272727272729,0.7589090909090909
Drew K,2024-05-20T23:49:39.000Z,sign of ethereum spot etfs being approved sec twitter account gets hacked again eth ethe,-0.1,0.6
Ethereum Mysterio,2024-05-20T23:49:26.000Z,is the next big narrative with loads of potential given its low marketcap making shrl a sleeping giant,0.0,0.4800000000000001
PredX_AI French,2024-05-20T23:49:19.000Z,prdit le avec moi letf ethereum spot seratelle approuv cette semaine yes chance,0.0,0.0
Ethereum Mysterio,2024-05-20T23:49:11.000Z,shrl looking like its going to the moon,0.0,0.0
Anıl Hünkâr,2024-05-20T23:49:02.000Z,today i bridged degods to ethereum multichain is amazing,0.6000000000000001,0.9
Ethereum Mysterio,2024-05-20T23:48:59.000Z,a solid looking project shrl im definitely getting a bag,0.0,0.3
AniMorphia,2024-05-20T23:48:56.000Z,sneak peek,0.0,0.0
Ethereum Mysterio,2024-05-20T23:48:43.000Z,im participating in shrl s airdrop campaign definitely looking like a x,0.0,0.5
Ethereum Damien (Memecoin Maxi),2024-05-20T23:48:36.000Z,who is that,0.0,0.0
zero x ass ass ass ass ass ass ass ass ass ass ass,2024-05-20T23:48:15.000Z,acting like i own more than a functional amount of eth at this point never a doubt ethereum baby number in my heart number on the charts,0.3666666666666667,0.5
matt,2024-05-20T23:48:08.000Z,opinions on this crypto pump at the moment is it due to the etf approval rising to if so weve seen this before a run up then a big pull back to flush out all the newbies opinions below,-0.041666666666666664,0.15833333333333333
sun,2024-05-20T23:48:06.000Z,requesting eth funds from the faucet on the ethereum holesky testnet blockchain request id lrzcyf,0.0,0.0
CWTrades02,2024-05-20T23:48:06.000Z,eth h the portfolio is now standing at and we started at,0.0,0.0
Charli,2024-05-20T23:48:03.000Z,is btc about to shatter its alltime high stay tuned join for updates eth xmr xec xec buy ada ksm pendle glmr sui theta doge icp link ltc,0.16,0.5399999999999999
KAF,2024-05-20T23:48:03.000Z,bullish on,0.0,0.0
ethscan.eth | bingx.eth,2024-05-20T23:48:01.000Z,wtf there is no one company release eth etf commercial video,-0.25,0.5
BYBIT_KING92,2024-05-20T23:47:54.000Z,,0.0,0.0
Alt Jiggy,2024-05-20T23:47:51.000Z,kinda salty i sold all my ethereum,0.0,0.0
Siam Blockchain,2024-05-20T23:47:49.000Z,il capo of crypto ethereum,0.0,0.0
Aylin,2024-05-20T23:47:48.000Z,profit this week so far join for updates eth paxg dodo usdd toshi link theta doge matic tnsr solana gno avax axl snx voxel,0.1,1.0
Dan Smith,2024-05-20T23:47:48.000Z,ether is up,0.0,0.0
BlockChainMan,2024-05-20T23:47:47.000Z,follow me for daily updates and insights on the crypto market lets navigate this journey together and make the most of the upcoming bull run,0.25,0.25
Neurahub,2024-05-20T23:47:31.000Z,wow what an honour we are officially the largest gainer in the whole ai category within todayethereum ai is exploding we are leading the way it seems tag someone below who needs neura in their lives,0.15000000000000002,0.7
Little Mac,2024-05-20T23:47:24.000Z,in the past few days i helped you catch with safe risk management at k and keep your long until today catch at avoid range and catch it at anticipate this huge pump consider a follow or a repost,0.08000000000000002,0.43
Grok Trade,2024-05-20T23:47:23.000Z,pop goes the crypto etherium ethusd broke out from a falling wedge just last week and got a surge of volatility after bloomberg increased its odds that the securities and exchange commission will approve spot ethereum etfs,0.0,0.06666666666666667
